  6.59625793e+02,  7.39143668e+02,  8.98996362e+02,  1.13497165e+03,  1.51636501e+03,  5.23795235e+03,  7.02291654e+02,  7.38218924e+02,  9.13961236e+02,  1.16127417e+03,  1.50184894e+03,  2.78602035e+03
  7.39143668e+02,  8.62065518e+02,  1.08711326e+03,  1.41290944e+03,  1.92953422e+03,  6.98872569e+03,  7.67398994e+02,  8.32989234e+02,  1.07828071e+03,  1.42214570e+03,  1.89397214e+03,  3.63737657e+03
  8.98996362e+02,  1.08711326e+03,  1.41677169e+03,  1.89106522e+03,  2.63726038e+03,  1.00302149e+04,  9.10869559e+02,  1.02093010e+03,  1.37805499e+03,  1.88128168e+03,  2.57396426e+03,  5.11323048e+03
  1.13497165e+03,  1.41290944e+03,  1.89106522e+03,  2.57999393e+03,  3.66098724e+03,  1.45119029e+04,  1.12649574e+03,  1.29803386e+03,  1.81296825e+03,  2.54464603e+03,  3.55835129e+03,  7.26515100e+03
  1.51636501e+03,  1.92953422e+03,  2.63726038e+03,  3.66098724e+03,  5.27240292e+03,  2.16885575e+04,  1.48153933e+03,  1.74664762e+03,  2.50884571e+03,  3.60147212e+03,  5.12398605e+03,  1.07185148e+04
  5.23795235e+03,  6.98872569e+03,  1.00302149e+04,  1.45119029e+04,  2.16885575e+04,  9.80461578e+04,  4.95288421e+03,  6.16712291e+03,  9.46275690e+03,  1.43113080e+04,  2.11873998e+04,  4.70356116e+04
  7.02291654e+02,  7.67398994e+02,  9.10869559e+02,  1.12649574e+03,  1.48153933e+03,  4.95288421e+03,  7.61826649e+02,  7.85072597e+02,  9.47210388e+02,  1.17417234e+03,  1.48491994e+03,  2.69310494e+03
  7.38218924e+02,  8.32989234e+02,  1.02093010e+03,  1.29803386e+03,  1.74664762e+03,  6.16712291e+03,  7.85072597e+02,  8.30569103e+02,  1.04159280e+03,  1.33734367e+03,  1.74077960e+03,  3.28326518e+03
  9.13961236e+02,  1.07828071e+03,  1.37805499e+03,  1.81296825e+03,  2.50884571e+03,  9.46275690e+03,  9.47210388e+02,  1.04159280e+03,  1.38158811e+03,  1.85697981e+03,  2.49956421e+03,  4.94883354e+03
  1.16127417e+03,  1.42214570e+03,  1.88128168e+03,  2.54464603e+03,  3.60147212e+03,  1.43113080e+04,  1.17417234e+03,  1.33734367e+03,  1.85697981e+03,  2.58844289e+03,  3.58007221e+03,  7.34833883e+03
  1.50184894e+03,  1.89397214e+03,  2.57396426e+03,  3.55835129e+03,  5.12398605e+03,  2.11873998e+04,  1.48491994e+03,  1.74077960e+03,  2.49956421e+03,  3.58007221e+03,  5.06225537e+03,  1.06550287e+04
  2.78602035e+03,  3.63737657e+03,  5.11323048e+03,  7.26515100e+03,  1.07185148e+04,  4.70356116e+04,  2.69310494e+03,  3.28326518e+03,  4.94883354e+03,  7.34833883e+03,  1.06550287e+04,  2.33230125e+04
